--L3BCCcGEw_400.wav,400.0,410.0,Applause,/m/028ght
--Z4X0SQxBc_290.wav,290.0,300.0,Applause,/m/028ght
-0saBttFf3M_24.wav,24.0,34.0,Applause,/m/028ght
-20b44QDNAs_140.wav,140.0,150.0,Applause,/m/028ght
-4KDusm_mD0_30.wav,30.0,40.0,Applause,/m/028ght
-5aZHZ-9xyg_370.wav,370.0,380.0,Applause,/m/028ght
-6NxXfwuvwI_20.wav,20.0,30.0,Applause,/m/028ght
-7cMtsWTtnQ_200.wav,200.0,210.0,Applause,/m/028ght
-8oqBwlVXDM_30.wav,30.0,40.0,Applause,/m/028ght
-8oqBwlVXDM_30.wav,30.0,40.0,Male_speech_man_speaking,/m/05zppz
-9df2qdbIJM_0.wav,0.0,10.0,Applause,/m/028ght
-9yppEpEnVo_150.wav,150.0,160.0,Applause,/m/028ght
-AlpLvWoLKs_30.wav,30.0,40.0,Applause,/m/028ght
-AlpLvWoLKs_30.wav,30.0,40.0,Cheering,/m/053hz1
-AlpLvWoLKs_30.wav,30.0,40.0,Chatter,/m/07rkbfh
-JqxUTqhhLU_140.wav,140.0,150.0,Applause,/m/028ght
-MAMeEiIYOo_420.wav,420.0,430.0,Applause,/m/028ght
-Ne51BFpF9M_10.wav,10.0,20.0,Applause,/m/028ght
-OSYjJ3Tkqw_500.wav,500.0,510.0,Applause,/m/028ght
-PJMZUk0qjs_2.wav,2.0,12.0,Applause,/m/028ght
-T8ZBK2m20E_310.wav,310.0,320.0,Applause,/m/028ght
-YKCuLVqIWQ_380.wav,380.0,390.0,Applause,/m/028ght
-YUhs4r8f2A_30.wav,30.0,40.0,Applause,/m/028ght
-b6Tl35nYqw_220.wav,220.0,230.0,Applause,/m/028ght
-fjg3-sh_Wg_30.wav,30.0,40.0,Applause,/m/028ght
-fjg3-sh_Wg_30.wav,30.0,40.0,Cheering,/m/053hz1
-fjg3-sh_Wg_30.wav,30.0,40.0,Clapping,/m/0l15bq
-kOVklMNUGM_30.wav,30.0,40.0,Applause,/m/028ght
-nGysROyDXs_260.wav,260.0,270.0,Applause,/m/028ght
-rxWFrTlJEY_450.wav,450.0,460.0,Applause,/m/028ght
-tDd8sdNbck_30.wav,30.0,40.0,Applause,/m/028ght
