--L3BCCcGEw,400.0,410.0,Applause,/m/028ght
--Z4X0SQxBc,290.0,300.0,Applause,/m/028ght
-0saBttFf3M,24.0,34.0,Applause,/m/028ght
-20b44QDNAs,140.0,150.0,Applause,/m/028ght
-5aZHZ-9xyg,370.0,380.0,Applause,/m/028ght
-6NxXfwuvwI,20.0,30.0,Applause,/m/028ght
-7cMtsWTtnQ,200.0,210.0,Applause,/m/028ght
-8oqBwlVXDM,30.0,40.0,"Applause,Male_speech_man_speaking","/m/028ght,/m/05zppz"
-9df2qdbIJM,0.0,10.0,Applause,/m/028ght
-9yppEpEnVo,150.0,160.0,Applause,/m/028ght
-JqxUTqhhLU,140.0,150.0,Applause,/m/028ght
-MAMeEiIYOo,420.0,430.0,Applause,/m/028ght
-Ne51BFpF9M,10.0,20.0,Applause,/m/028ght
-OSYjJ3Tkqw,500.0,510.0,Applause,/m/028ght
-PJMZUk0qjs,2.0,12.0,Applause,/m/028ght
-YKCuLVqIWQ,380.0,390.0,Applause,/m/028ght
-YUhs4r8f2A,30.0,40.0,Applause,/m/028ght
-b6Tl35nYqw,220.0,230.0,Applause,/m/028ght
-fjg3-sh_Wg,30.0,40.0,"Applause,Cheering,Clapping","/m/028ght,/m/053hz1,/m/0l15bq"
-kOVklMNUGM,30.0,40.0,Applause,/m/028ght
-rxWFrTlJEY,450.0,460.0,Applause,/m/028ght
-tDd8sdNbck,30.0,40.0,Applause,/m/028ght
01C4o4DcNK4,30.0,40.0,Applause,/m/028ght
03wteHHdPnY,170.0,180.0,Applause,/m/028ght
06JVJbOIFno,0.0,10.0,Applause,/m/028ght
0AsXkZkqelg,30.0,40.0,Applause,/m/028ght
0CrjK7JES8s,590.0,600.0,Applause,/m/028ght
0EcfL54lGUA,30.0,40.0,"Applause,Cheering","/m/028ght,/m/053hz1"
0H0G3l850yY,100.0,110.0,Applause,/m/028ght
0IQ3lxVgKxo,30.0,40.0,"Applause,Clapping","/m/028ght,/m/0l15bq"
0KAWU10UO1o,0.0,10.0,Applause,/m/028ght
0MWno7YOWK4,50.0,60.0,"Applause,Male_speech_man_speaking","/m/028ght,/m/05zppz"
0ZsqT10ECEc,280.0,290.0,Applause,/m/028ght
0_g41wpPBTI,320.0,330.0,Applause,/m/028ght
0ePgDiHoenY,0.0,10.0,Applause,/m/028ght
0k24FEu3TZY,30.0,40.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
0n9jiXBgHwc,10.0,20.0,Applause,/m/028ght
0nBZYJYu6Xw,20.0,30.0,Applause,/m/028ght
0wfz4Zz4exA,200.0,210.0,Applause,/m/028ght
1-042dMqXLc,20.0,30.0,Applause,/m/028ght
10qlLcyR9l8,230.0,240.0,Applause,/m/028ght
11Iop8FeXwY,10.0,20.0,Applause,/m/028ght
19OU2vFGCoQ,170.0,180.0,Applause,/m/028ght
1CL8s7P98m0,30.0,40.0,Applause,/m/028ght
1Dcd6b06ZgE,30.0,40.0,Applause,/m/028ght
1Jxod4NrFCk,200.0,210.0,Applause,/m/028ght
1NIrfWpeyGo,420.0,430.0,Applause,/m/028ght
1SChraYcWs4,40.0,50.0,Applause,/m/028ght
1_kvlKJ3XZU,60.0,70.0,Applause,/m/028ght
1ektGLLDaaE,130.0,140.0,Applause,/m/028ght
1i01QDrSQW8,140.0,150.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
1lsFTFuLmtw,290.0,300.0,Applause,/m/028ght
1rD3M4deOmM,20.0,30.0,Applause,/m/028ght
1zLHXgu7OXo,20.0,30.0,Applause,/m/028ght
227tV74YVmM,150.0,160.0,Applause,/m/028ght
271cEXA2vrk,80.0,90.0,Applause,/m/028ght
27FwPto59h4,260.0,270.0,Applause,/m/028ght
29Tih31thk8,0.0,10.0,Applause,/m/028ght
2CHX4-BqaGM,30.0,40.0,Applause,/m/028ght
2D2mIVWFj8k,160.0,170.0,Applause,/m/028ght
2ERWcrUeJyQ,170.0,180.0,Applause,/m/028ght
2Ftr4wa9fZA,220.0,230.0,Applause,/m/028ght
2JY7JVF2xnM,6.0,16.0,Applause,/m/028ght
2LUUtIIT80o,140.0,150.0,Applause,/m/028ght
2LVSBRgNLl0,20.0,30.0,Applause,/m/028ght
2Tgd97IiAi8,30.0,40.0,Applause,/m/028ght
2TnIHG3wiko,20.0,30.0,Applause,/m/028ght
2WIkjrIb5_U,2.0,12.0,Applause,/m/028ght
2aic1tw9QDs,70.0,80.0,Applause,/m/028ght
2f-kHyG5fLk,170.0,180.0,Applause,/m/028ght
2kJYqBGeMLI,0.0,9.0,Applause,/m/028ght
2uv4nVGKWAE,180.0,190.0,Applause,/m/028ght
2y2Pi0A-Yxo,10.0,20.0,Applause,/m/028ght
2zGY62VqgG0,30.0,40.0,"Applause,Crowd,Cheering","/m/028ght,/m/03qtwd,/m/053hz1"
35oXPL4alzc,220.0,230.0,Applause,/m/028ght
37YQUC1esI0,210.0,220.0,Applause,/m/028ght
3OvtVWUgsQ8,24.0,34.0,Applause,/m/028ght
3Q6DLPtxcBo,0.0,10.0,Applause,/m/028ght
3acUK1hqWl4,370.0,380.0,Applause,/m/028ght
3mt11BuP5dw,30.0,40.0,Applause,/m/028ght
3tgleZplcMg,250.0,260.0,Applause,/m/028ght
4BMz5f8t9eg,380.0,390.0,Applause,/m/028ght
4E-2AtyI_I8,500.0,510.0,Applause,/m/028ght
4HXABeeAPW8,100.0,110.0,Applause,/m/028ght
4LccFl0wcuI,21.0,31.0,"Applause,Clapping","/m/028ght,/m/0l15bq"
4PHnq_8F1ZM,240.0,250.0,Applause,/m/028ght
4SQ-JmWEho8,400.0,410.0,Applause,/m/028ght
4WacRrs8X_c,50.0,60.0,"Applause,Male_speech_man_speaking","/m/028ght,/m/05zppz"
4Ymw504TzYQ,300.0,310.0,Applause,/m/028ght
4_orQ95QFl0,440.0,450.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
4cs4YUiQ-DI,130.0,140.0,Applause,/m/028ght
4i7Z_Z8gd7E,120.0,130.0,Applause,/m/028ght
4lvV56iMhPs,10.0,20.0,Applause,/m/028ght
4mKHPElrmOo,0.0,10.0,Applause,/m/028ght
4pS4x7xb5_8,30.0,40.0,Applause,/m/028ght
4rsP5z6Yt_k,60.0,70.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
4sEx5pNroI8,270.0,280.0,Applause,/m/028ght
4wMUcrBFmz4,0.0,10.0,Applause,/m/028ght
4z5v63UY_jA,430.0,440.0,Applause,/m/028ght
53fCLL1H6Ek,180.0,190.0,Applause,/m/028ght
56eLidX4xUQ,190.0,200.0,"Applause,Cheering","/m/028ght,/m/053hz1"
56wpqKszgoA,400.0,410.0,Applause,/m/028ght
5DlCbPoafow,23.0,33.0,Applause,/m/028ght
5FJOEsNJVkk,70.0,80.0,Applause,/m/028ght
5HscieNnu5Y,230.0,240.0,Applause,/m/028ght
5Ij70k0DbcY,1.0,11.0,"Applause,Screaming,Crowd,Cheering","/m/028ght,/m/03qc9zr,/m/03qtwd,/m/053hz1"
5O0B_X24CPc,110.0,120.0,Applause,/m/028ght
5Pr3oRP9cT4,430.0,440.0,Applause,/m/028ght
5QwkY0xO-TE,180.0,190.0,Applause,/m/028ght
5STUqW63ba8,0.0,10.0,Applause,/m/028ght
5U-66CNbOaU,120.0,130.0,Applause,/m/028ght
5VnCWno6kDM,260.0,270.0,Applause,/m/028ght
5boURoUhUzM,20.0,30.0,Applause,/m/028ght
5foNL-D9at4,320.0,330.0,Applause,/m/028ght
5gzQkP64iCQ,50.0,60.0,Applause,/m/028ght
5hd2HC7OHyM,190.0,200.0,Applause,/m/028ght
5jDb5TWNhsU,30.0,40.0,Applause,/m/028ght
5nLGoZ3YUdE,380.0,390.0,Applause,/m/028ght
5qplbiS5jl0,200.0,210.0,Applause,/m/028ght
5tMrPTVllFk,290.0,300.0,Applause,/m/028ght
5tz6t5-8jjk,30.0,40.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
5xoHpWLcilU,20.0,30.0,Applause,/m/028ght
5yHIxkOXMuY,0.0,10.0,Applause,/m/028ght
60cKE-WAQqU,100.0,110.0,Applause,/m/028ght
61HzFPs2LXQ,180.0,190.0,Applause,/m/028ght
62i-5sZOC0w,210.0,220.0,Applause,/m/028ght
67zyxZb-wQM,340.0,350.0,Applause,/m/028ght
68xJq8ixPJ8,170.0,180.0,Applause,/m/028ght
69JnUAL1HBQ,30.0,40.0,Applause,/m/028ght
69zztHVIHRg,170.0,180.0,Applause,/m/028ght
6HaLbTYCBqk,190.0,200.0,Applause,/m/028ght
6LkRfsRybCo,260.0,270.0,Applause,/m/028ght
6P0mRGU8Z_E,50.0,60.0,Applause,/m/028ght
6blhNMePVcg,30.0,40.0,"Applause,Cheering","/m/028ght,/m/053hz1"
6dVI64x3r00,20.0,30.0,Applause,/m/028ght
6mfCey66k1A,160.0,170.0,Applause,/m/028ght
6okALeXZy3g,60.0,70.0,Applause,/m/028ght
6q58oYVo9as,510.0,520.0,Applause,/m/028ght
6tMhStNYZ8w,270.0,280.0,Applause,/m/028ght
6vHt2FRpEWU,410.0,420.0,Applause,/m/028ght
7Dh27IwpmnQ,0.0,10.0,Applause,/m/028ght
7Ff5diqO1z8,40.0,50.0,Applause,/m/028ght
7G8av6iXyag,580.0,590.0,Applause,/m/028ght
7Swiqp7yEWg,230.0,240.0,Applause,/m/028ght
7W0kSinVMxo,10.0,20.0,Applause,/m/028ght
7WSH77zPigA,30.0,40.0,Applause,/m/028ght
7ZJTaQMTy70,410.0,420.0,Applause,/m/028ght
7b5VMyyIweM,120.0,130.0,Applause,/m/028ght
7fHKBwNK0BI,270.0,280.0,Applause,/m/028ght
7hzmYjIlf_4,330.0,340.0,Applause,/m/028ght
7qXCNg9TUYw,30.0,40.0,Applause,/m/028ght
7qdwmhidOL0,10.0,20.0,Applause,/m/028ght
7rfNL38g26Y,260.0,270.0,Applause,/m/028ght
7y0Ejzdizcw,280.0,290.0,"Applause,Crowd","/m/028ght,/m/03qtwd"
84oNwK5hVfM,520.0,530.0,Applause,/m/028ght
86No_uqetiM,0.0,10.0,Applause,/m/028ght
86PXZd6Qt9I,250.0,260.0,"Applause,Male_speech_man_speaking","/m/028ght,/m/05zppz"
8CH7NFR0dJM,140.0,150.0,Applause,/m/028ght
8GZsAjbtfTA,200.0,210.0,Applause,/m/028ght
8KMqDJt-lBE,230.0,240.0,Applause,/m/028ght
8KwqaI9PJuk,7.0,17.0,Applause,/m/028ght
8MuDO5d0yeI,110.0,120.0,Applause,/m/028ght
8RBlWITES0Y,60.0,70.0,Applause,/m/028ght
8Rj4xCNf5j0,100.0,110.0,Applause,/m/028ght
8bR-crBQvA4,90.0,100.0,Applause,/m/028ght
8fHco00na5o,30.0,40.0,Applause,/m/028ght
8g8tzU6Cklc,110.0,120.0,Applause,/m/028ght
8gPDxFaP2PU,80.0,90.0,Applause,/m/028ght
8ishaG9pyMA,30.0,40.0,"Applause,Screaming,Crowd,Clapping","/m/028ght,/m/03qc9zr,/m/03qtwd,/m/0l15bq"
